PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709.t1
PPN06511	GPAL|GPLIN_001076300	GROS|GROS_g03074.t1
PPN06861	GPAL|GPLIN_000160800	GROS|GROS_g06066.t1
PPN06867	GPAL|GPLIN_000924700	GROS|GROS_g09896.t1
PPN06864	GPAL|GPLIN_000765700	GROS|GROS_g06935.t1
PPN06865	GPAL|GPLIN_000674300	GROS|GROS_g01910.t1
PPN04229	GPAL|GPLIN_000080700	GROS|GROS_g00130.t1
PPN04998	GPAL|GPLIN_000816100	GROS|GROS_g02682.t1
PPN04999	GPAL|GPLIN_000275800	GROS|GROS_g06725.t1
PPN04994	GPAL|GPLIN_000285900	GROS|GROS_g08425.t1
PPN04995	GPAL|GPLIN_000775500	GROS|GROS_g07292.t1
PPN04996	GPAL|GPLIN_000471900	GROS|GROS_g12326.t1
PPN04221	GPAL|GPLIN_000632800	GROS|GROS_g07179.t1
PPN04990	GPAL|GPLIN_000424900	GROS|GROS_g11508.t1
PPN04991	GPAL|GPLIN_000278900	GROS|GROS_g00690.t1
PPN04224	GPAL|GPLIN_001178800	GROS|GROS_g10597.t1
PPN04993	GPAL|GPLIN_000602200	GROS|GROS_g03818.t1
PPN06592	GPAL|GPLIN_000288800	GROS|GROS_g05484.t1
PPN06593	GPAL|GPLIN_000650200	GROS|GROS_g01290.t1
PPN06596	GPAL|GPLIN_001209000	GROS|GROS_g02100.t1
PPN06597	GPAL|GPLIN_001294400	GROS|GROS_g10652.t1
PPN06598	GPAL|GPLIN_000640900	GROS|GROS_g08495.t1
PPN08536	GPAL|GPLIN_000579000	GROS|GROS_g11195.t1
PPN06876	GPAL|GPLIN_000865100	GROS|GROS_g00844.t1
PPN04127	GPAL|GPLIN_000795300	GROS|GROS_g09300.t1
PPN02128	GPAL|GPLIN_000941600	GROS|GROS_g07996.t1
PPN02126	GPAL|GPLIN_001270800	GROS|GROS_g00565.t1
PPN02125	GPAL|GPLIN_001271000	GROS|GROS_g00563.t1
PPN02124	GPAL|GPLIN_001200800	GROS|GROS_g00562.t1
PPN02123	GPAL|GPLIN_001200900	GROS|GROS_g00561.t1
PPN02122	GPAL|GPLIN_000714500	GROS|GROS_g00781.t1
PPN02121	GPAL|GPLIN_000343000	GROS|GROS_g13141.t1
PPN02120	GPAL|GPLIN_000682900	GROS|GROS_g10372.t1
PPN03619	GPAL|GPLIN_001273400	GROS|GROS_g04093.t1
PPN03616	GPAL|GPLIN_001355400	GROS|GROS_g09113.t1
PPN03613	GPAL|GPLIN_000104100	GROS|GROS_g01244.t1
PPN03610	GPAL|GPLIN_000944300	GROS|GROS_g13020.t1
PPN04121	GPAL|GPLIN_000154500	GROS|GROS_g10767.t1
PPN11742	GPAL|GPLIN_000367800	GROS|GROS_g00706.t1
PPN02694	GPAL|GPLIN_000575500	GROS|GROS_g00179.t1
PPN02697	GPAL|GPLIN_000683000	GROS|GROS_g10374.t1
PPN02696	GPAL|GPLIN_000882800	GROS|GROS_g09998.t1
PPN02691	GPAL|GPLIN_000149600	GROS|GROS_g02158.t1
PPN02690	GPAL|GPLIN_000138400	GROS|GROS_g09517.t1
PPN02693	GPAL|GPLIN_000575600	GROS|GROS_g00180.t1
PPN02692	GPAL|GPLIN_000576000	GROS|GROS_g00183.t1
PPN02699	GPAL|GPLIN_000645700	GROS|GROS_g08777.t1
PPN08537	GPAL|GPLIN_001425500	GROS|GROS_g03088.t1
PPN11646	GPAL|GPLIN_000290300	GROS|GROS_g05953.t1
PPN09057	GPAL|GPLIN_000670200	GROS|GROS_g11001.t1
PPN12668	GPAL|GPLIN_001152800	GROS|GROS_g01814.t1
PPN07093	GPAL|GPLIN_001254100	GROS|GROS_g02868.t1
PPN09054	GPAL|GPLIN_000660700	GROS|GROS_g01650.t1
PPN05475	GPAL|GPLIN_000894800	GROS|GROS_g07836.t1
PPN06632	GPAL|GPLIN_000657800	GROS|GROS_g10528.t1
PPN01104	GPAL|GPLIN_000644100	GROS|GROS_g03455.t1
PPN11502	GPAL|GPLIN_000171800	GROS|GROS_g03102.t1
PPN12493	GPAL|GPLIN_000977300	GROS|GROS_g12906.t1
PPN11744	GPAL|GPLIN_000370200	GROS|GROS_g01115.t1
PPN12496	GPAL|GPLIN_000978700	GROS|GROS_g02581.t1
PPN12497	GPAL|GPLIN_000980600	GROS|GROS_g04432.t1
PPN09050	GPAL|GPLIN_000652300	GROS|GROS_g08701.t1
PPN12498	GPAL|GPLIN_000983200	GROS|GROS_g11526.t1
PPN12499	GPAL|GPLIN_000983500	GROS|GROS_g11521.t1
PPN09051	GPAL|GPLIN_000658300	GROS|GROS_g07604.t1
PPN09002	GPAL|GPLIN_000360100	GROS|GROS_g05793.t1
PPN08885	GPAL|GPLIN_000611600	GROS|GROS_g11441.t1
PPN11899	GPAL|GPLIN_000506300	GROS|GROS_g05007.t1
PPN04055	GPAL|GPLIN_000526700	GROS|GROS_g01052.t1
PPN04054	GPAL|GPLIN_000888400	GROS|GROS_g01386.t1
PPN04057	GPAL|GPLIN_000883700	GROS|GROS_g08125.t1
PPN04056	GPAL|GPLIN_000705100	GROS|GROS_g05167.t1
PPN04051	GPAL|GPLIN_001185200	GROS|GROS_g10668.t1
PPN04050	GPAL|GPLIN_001155400	GROS|GROS_g00523.t1
PPN04052	GPAL|GPLIN_000780100	GROS|GROS_g00023.t1
PPN04059	GPAL|GPLIN_000345000	GROS|GROS_g08484.t1
PPN01578	GPAL|GPLIN_001015900	GROS|GROS_g13161.t1
PPN04046	GPAL|GPLIN_000675300	GROS|GROS_g01923.t1
PPN02909	GPAL|GPLIN_001138100	GROS|GROS_g04828.t1
PPN02903	GPAL|GPLIN_000040900	GROS|GROS_g02212.t1
PPN04047	GPAL|GPLIN_001012500	GROS|GROS_g05285.t1
PPN12908	GPAL|GPLIN_001383800	GROS|GROS_g07274.t1
PPN12970	GPAL|GPLIN_001495600	GROS|GROS_g05383.t1
PPN11623	GPAL|GPLIN_000269500	GROS|GROS_g00986.t1
PPN06515	GPAL|GPLIN_000470800	GROS|GROS_g06979.t1
PPN08609	GPAL|GPLIN_000239100	GROS|GROS_g08593.t1
PPN09058	GPAL|GPLIN_000674100	GROS|GROS_g01907.t1
PPN08606	GPAL|GPLIN_000273400	GROS|GROS_g08203.t1
PPN05983	GPAL|GPLIN_000952900	GROS|GROS_g12798.t1
PPN09059	GPAL|GPLIN_000674200	GROS|GROS_g01908.t1
PPN12866	GPAL|GPLIN_001336100	GROS|GROS_g10610.t1
PPN08600	GPAL|GPLIN_000387600	GROS|GROS_g07512.t1
PPN05985	GPAL|GPLIN_001015300	GROS|GROS_g12293.t1
PPN12860	GPAL|GPLIN_001328800	GROS|GROS_g10358.t1
PPN03428	GPAL|GPLIN_000224300	GROS|GROS_g02165.t1
PPN03421	GPAL|GPLIN_001164300	GROS|GROS_g02656.t1
PPN03420	GPAL|GPLIN_000799000	GROS|GROS_g08296.t1
PPN03423	GPAL|GPLIN_000825500	GROS|GROS_g09021.t1
PPN03424	GPAL|GPLIN_000273800	GROS|GROS_g09658.t1
PPN03426	GPAL|GPLIN_001175800	GROS|GROS_g03729.t1
PPN01378	GPAL|GPLIN_000144300	GROS|GROS_g10623.t1
PPN01377	GPAL|GPLIN_000206800	GROS|GROS_g07022.t1
PPN01376	GPAL|GPLIN_001367100	GROS|GROS_g04558.t1
PPN01374	GPAL|GPLIN_000445300	GROS|GROS_g07457.t1
PPN01373	GPAL|GPLIN_000478400	GROS|GROS_g12485.t1
PPN01372	GPAL|GPLIN_000478800	GROS|GROS_g10699.t1
PPN01371	GPAL|GPLIN_001118700	GROS|GROS_g08539.t1
PPN01370	GPAL|GPLIN_000844100	GROS|GROS_g04603.t1
PPN05869	GPAL|GPLIN_000637300	GROS|GROS_g12416.t1
PPN05867	GPAL|GPLIN_001363000	GROS|GROS_g12359.t1
PPN05866	GPAL|GPLIN_001493100	GROS|GROS_g10429.t1
PPN05864	GPAL|GPLIN_001048800	GROS|GROS_g03926.t1
PPN05861	GPAL|GPLIN_000412800	GROS|GROS_g07281.t1
PPN05860	GPAL|GPLIN_001144800	GROS|GROS_g10981.t1
PPN05760	GPAL|GPLIN_000709500	GROS|GROS_g00861.t1
PPN06365	GPAL|GPLIN_001355900	GROS|GROS_g00049.t1
PPN06366	GPAL|GPLIN_000288700	GROS|GROS_g05485.t1
PPN06361	GPAL|GPLIN_000765100	GROS|GROS_g06924.t1
PPN06360	GPAL|GPLIN_000214900	GROS|GROS_g07407.t1
PPN06363	GPAL|GPLIN_000223200	GROS|GROS_g02176.t1
PPN06362	GPAL|GPLIN_000151700	GROS|GROS_g02130.t1
PPN11329	GPAL|GPLIN_000012200	GROS|GROS_g02549.t1
PPN11328	GPAL|GPLIN_000011800	GROS|GROS_g02553.t1
PPN11321	GPAL|GPLIN_000005500	GROS|GROS_g08554.t1
PPN11320	GPAL|GPLIN_000004000	GROS|GROS_g06551.t1
PPN11323	GPAL|GPLIN_000007500	GROS|GROS_g01764.t1
PPN11322	GPAL|GPLIN_000006400	GROS|GROS_g08566.t1
PPN11325	GPAL|GPLIN_000010100	GROS|GROS_g04463.t1
PPN11324	GPAL|GPLIN_000009300	GROS|GROS_g07792.t1
PPN11327	GPAL|GPLIN_000010400	GROS|GROS_g02570.t1
PPN11326	GPAL|GPLIN_000010300	GROS|GROS_g04466.t1
PPN09109	GPAL|GPLIN_000906800	GROS|GROS_g10645.t1
PPN09104	GPAL|GPLIN_000870500	GROS|GROS_g10754.t1
PPN09105	GPAL|GPLIN_000887600	GROS|GROS_g01393.t1
PPN09106	GPAL|GPLIN_000901100	GROS|GROS_g11875.t1
PPN09100	GPAL|GPLIN_000856100	GROS|GROS_g05824.t1
PPN09101	GPAL|GPLIN_000862100	GROS|GROS_g10004.t1
PPN09102	GPAL|GPLIN_000865500	GROS|GROS_g00840.t1
PPN09103	GPAL|GPLIN_000866800	GROS|GROS_g09073.t1
PPN05288	GPAL|GPLIN_000004300	GROS|GROS_g03068.t1
PPN04088	GPAL|GPLIN_000728100	GROS|GROS_g08736.t1
PPN05281	GPAL|GPLIN_000153400	GROS|GROS_g08799.t1
PPN05287	GPAL|GPLIN_000542000	GROS|GROS_g00189.t1
PPN00422	GPAL|GPLIN_000204500	GROS|GROS_g00450.t1
PPN06811	GPAL|GPLIN_001109600	GROS|GROS_g06389.t1
PPN06817	GPAL|GPLIN_001242100	GROS|GROS_g04783.t1
PPN06815	GPAL|GPLIN_000891900	GROS|GROS_g05711.t1
PPN06814	GPAL|GPLIN_000879600	GROS|GROS_g06824.t1
PPN11195	GPAL|GPLIN_001328100	GROS|GROS_g11297.t1
PPN02480	GPAL|GPLIN_000022300	GROS|GROS_g08083.t1
PPN02481	GPAL|GPLIN_001163300	GROS|GROS_g02232.t1
PPN02482	GPAL|GPLIN_001163200	GROS|GROS_g02230.t1
PPN02483	GPAL|GPLIN_000040300	GROS|GROS_g02221.t1
PPN02484	GPAL|GPLIN_000070500	GROS|GROS_g02251.t1
PPN02486	GPAL|GPLIN_000628300	GROS|GROS_g08918.t1
PPN02487	GPAL|GPLIN_000628200	GROS|GROS_g08917.t1
PPN02488	GPAL|GPLIN_000469700	GROS|GROS_g04568.t1
PPN12709	GPAL|GPLIN_001185700	GROS|GROS_g12380.t1
PPN06953	GPAL|GPLIN_000306500	GROS|GROS_g06312.t1
PPN08938	GPAL|GPLIN_000043100	GROS|GROS_g07226.t1
PPN05822	GPAL|GPLIN_000272400	GROS|GROS_g11059.t1
PPN08939	GPAL|GPLIN_000043900	GROS|GROS_g04875.t1
PPN05821	GPAL|GPLIN_000593100	GROS|GROS_g04693.t1
PPN06950	GPAL|GPLIN_000262000	GROS|GROS_g04072.t1
PPN08936	GPAL|GPLIN_000036300	GROS|GROS_g04274.t1
PPN05820	GPAL|GPLIN_000309800	GROS|GROS_g01525.t1
PPN05827	GPAL|GPLIN_000277600	GROS|GROS_g08510.t1
PPN03991	GPAL|GPLIN_001369300	GROS|GROS_g04588.t1
PPN03990	GPAL|GPLIN_000868900	GROS|GROS_g01836.t1
PPN03993	GPAL|GPLIN_000042400	GROS|GROS_g02193.t1
PPN03992	GPAL|GPLIN_000229600	GROS|GROS_g06028.t1
PPN03995	GPAL|GPLIN_000548600	GROS|GROS_g06190.t1
PPN03994	GPAL|GPLIN_000567800	GROS|GROS_g05632.t1
PPN03997	GPAL|GPLIN_001087800	GROS|GROS_g02818.t1
PPN03996	GPAL|GPLIN_001072200	GROS|GROS_g10504.t1
PPN03999	GPAL|GPLIN_000253100	GROS|GROS_g05760.t1
PPN12003	GPAL|GPLIN_000589000	GROS|GROS_g14187.t1
PPN05824	GPAL|GPLIN_001344500	GROS|GROS_g11988.t1
PPN12005	GPAL|GPLIN_000590200	GROS|GROS_g11446.t1
PPN12004	GPAL|GPLIN_000589200	GROS|GROS_g06836.t1
PPN06951	GPAL|GPLIN_000277400	GROS|GROS_g08511.t1
PPN12006	GPAL|GPLIN_000590700	GROS|GROS_g12594.t1
PPN08819	GPAL|GPLIN_000457900	GROS|GROS_g12332.t1
PPN06956	GPAL|GPLIN_000329900	GROS|GROS_g09824.t1
PPN09012	GPAL|GPLIN_000467800	GROS|GROS_g04159.t1
PPN06320	GPAL|GPLIN_000264300	GROS|GROS_g07875.t1
PPN04424	GPAL|GPLIN_001168600	GROS|GROS_g06797.t1
PPN04425	GPAL|GPLIN_000878800	GROS|GROS_g03848.t1
PPN04420	GPAL|GPLIN_000383300	GROS|GROS_g05385.t1
PPN04421	GPAL|GPLIN_000150900	GROS|GROS_g02139.t1
PPN04423	GPAL|GPLIN_000624400	GROS|GROS_g09829.t1
PPN08750	GPAL|GPLIN_001283200	GROS|GROS_g11165.t1
PPN06324	GPAL|GPLIN_001225600	GROS|GROS_g00789.t1
PPN06327	GPAL|GPLIN_000021000	GROS|GROS_g10936.t1
PPN06954	GPAL|GPLIN_000307900	GROS|GROS_g06298.t1
PPN12769	GPAL|GPLIN_001233600	GROS|GROS_g01144.t1
PPN08751	GPAL|GPLIN_001400700	GROS|GROS_g12394.t1
PPN06775	GPAL|GPLIN_000764200	GROS|GROS_g01024.t1
PPN01409	GPAL|GPLIN_000291400	GROS|GROS_g07982.t1
PPN06955	GPAL|GPLIN_000309700	GROS|GROS_g01526.t1
PPN01401	GPAL|GPLIN_000330200	GROS|GROS_g09828.t1
PPN12919	GPAL|GPLIN_001396100	GROS|GROS_g13743.t1
PPN01400	GPAL|GPLIN_000274500	GROS|GROS_g12565.t1
PPN12911	GPAL|GPLIN_001389100	GROS|GROS_g11824.t1
PPN06779	GPAL|GPLIN_000602000	GROS|GROS_g03820.t1
PPN12917	GPAL|GPLIN_001395000	GROS|GROS_g00434.t1
PPN12915	GPAL|GPLIN_001393000	GROS|GROS_g07588.t1
PPN04554	GPAL|GPLIN_000453700	GROS|GROS_g00106.t1
PPN04162	GPAL|GPLIN_000232000	GROS|GROS_g04081.t1
PPN04887	GPAL|GPLIN_000491300	GROS|GROS_g00255.t1
PPN01405	GPAL|GPLIN_000758800	GROS|GROS_g07290.t1
PPN04884	GPAL|GPLIN_000169100	GROS|GROS_g06684.t1
PPN01404	GPAL|GPLIN_000989300	GROS|GROS_g01743.t1
PPN04885	GPAL|GPLIN_000686500	GROS|GROS_g09790.t1
PPN01407	GPAL|GPLIN_000584200	GROS|GROS_g10817.t1
PPN04882	GPAL|GPLIN_000826900	GROS|GROS_g01458.t1
PPN01406	GPAL|GPLIN_001369500	GROS|GROS_g04590.t1
PPN04883	GPAL|GPLIN_000377800	GROS|GROS_g10617.t1
PPN04880	GPAL|GPLIN_000826700	GROS|GROS_g13353.t1
PPN04881	GPAL|GPLIN_000826800	GROS|GROS_g13352.t1
PPN08638	GPAL|GPLIN_000041600	GROS|GROS_g02204.t1
PPN02105	GPAL|GPLIN_000418000	GROS|GROS_g10972.t1
PPN02104	GPAL|GPLIN_000417800	GROS|GROS_g10970.t1
PPN02107	GPAL|GPLIN_000266500	GROS|GROS_g02386.t1
PPN02106	GPAL|GPLIN_001402400	GROS|GROS_g09150.t1
PPN02101	GPAL|GPLIN_000417100	GROS|GROS_g10959.t1
PPN02100	GPAL|GPLIN_001479900	GROS|GROS_g11785.t1
PPN02103	GPAL|GPLIN_000780000	GROS|GROS_g00024.t1
PPN02102	GPAL|GPLIN_000417300	GROS|GROS_g10961.t1
PPN02109	GPAL|GPLIN_001354200	GROS|GROS_g13083.t1
PPN02108	GPAL|GPLIN_000875100	GROS|GROS_g08734.t1
PPN03675	GPAL|GPLIN_000567200	GROS|GROS_g05624.t1
PPN03677	GPAL|GPLIN_000773900	GROS|GROS_g07301.t1
PPN03670	GPAL|GPLIN_000976000	GROS|GROS_g10313.t1
PPN11599	GPAL|GPLIN_000245600	GROS|GROS_g01589.t1
PPN11726	GPAL|GPLIN_000354300	GROS|GROS_g01461.t1
PPN11593	GPAL|GPLIN_000241100	GROS|GROS_g01784.t1
PPN11591	GPAL|GPLIN_000240500	GROS|GROS_g01788.t1
PPN11597	GPAL|GPLIN_000244800	GROS|GROS_g10889.t1
PPN11595	GPAL|GPLIN_000243100	GROS|GROS_g07034.t1
PPN11678	GPAL|GPLIN_000323100	GROS|GROS_g05705.t1
PPN05456	GPAL|GPLIN_001248000	GROS|GROS_g05322.t1
PPN01129	GPAL|GPLIN_000737600	GROS|GROS_g01689.t1
PPN01122	GPAL|GPLIN_000976300	GROS|GROS_g04798.t1
PPN01126	GPAL|GPLIN_000013100	GROS|GROS_g02534.t1
PPN01127	GPAL|GPLIN_000277200	GROS|GROS_g08513.t1
PPN04106	GPAL|GPLIN_000945200	GROS|GROS_g09994.t1
PPN04105	GPAL|GPLIN_001225100	GROS|GROS_g04162.t1
PPN11911	GPAL|GPLIN_000517600	GROS|GROS_g08993.t1
PPN07113	GPAL|GPLIN_001429400	GROS|GROS_g08364.t1
PPN06044	GPAL|GPLIN_000417900	GROS|GROS_g10971.t1
PPN00242	GPAL|GPLIN_000183100	GROS|GROS_g11017.t1
PPN11779	GPAL|GPLIN_000399500	GROS|GROS_g08214.t1
PPN12566	GPAL|GPLIN_001045300	GROS|GROS_g07620.t1
PPN12564	GPAL|GPLIN_001044600	GROS|GROS_g02742.t1
PPN12565	GPAL|GPLIN_001044700	GROS|GROS_g02739.t1
PPN12562	GPAL|GPLIN_001043700	GROS|GROS_g08342.t1
PPN12563	GPAL|GPLIN_001044400	GROS|GROS_g02744.t1
PPN12561	GPAL|GPLIN_001042000	GROS|GROS_g07352.t1
PPN00862	GPAL|GPLIN_000365000	GROS|GROS_g11729.t1
PPN03448	GPAL|GPLIN_001072600	GROS|GROS_g09842.t1
PPN03447	GPAL|GPLIN_000569900	GROS|GROS_g08325.t1
PPN03446	GPAL|GPLIN_000936200	GROS|GROS_g03801.t1
PPN01354	GPAL|GPLIN_001453700	GROS|GROS_g04125.t1
PPN01357	GPAL|GPLIN_000727200	GROS|GROS_g14211.t1
PPN01356	GPAL|GPLIN_000726900	GROS|GROS_g14200.t1
PPN01351	GPAL|GPLIN_001472000	GROS|GROS_g03955.t1
PPN01353	GPAL|GPLIN_000417200	GROS|GROS_g10960.t1
PPN01352	GPAL|GPLIN_001115100	GROS|GROS_g11783.t1
PPN01358	GPAL|GPLIN_001137100	GROS|GROS_g06894.t1
PPN05845	GPAL|GPLIN_001104300	GROS|GROS_g12129.t1
PPN05846	GPAL|GPLIN_000912300	GROS|GROS_g09916.t1
PPN05843	GPAL|GPLIN_000064300	GROS|GROS_g08066.t1
PPN08473	GPAL|GPLIN_000113500	GROS|GROS_g10916.t1
PPN05849	GPAL|GPLIN_000739900	GROS|GROS_g10574.t1
PPN06383	GPAL|GPLIN_000395200	GROS|GROS_g04830.t1
PPN06381	GPAL|GPLIN_000097700	GROS|GROS_g07071.t1
PPN06387	GPAL|GPLIN_000553500	GROS|GROS_g07962.t1
PPN06386	GPAL|GPLIN_001330000	GROS|GROS_g04307.t1
PPN06385	GPAL|GPLIN_000368500	GROS|GROS_g03335.t1
PPN06384	GPAL|GPLIN_000228300	GROS|GROS_g05350.t1
PPN06389	GPAL|GPLIN_000496100	GROS|GROS_g06781.t1
PPN06388	GPAL|GPLIN_000434100	GROS|GROS_g00868.t1
PPN11349	GPAL|GPLIN_000027200	GROS|GROS_g02351.t1
PPN11348	GPAL|GPLIN_000027100	GROS|GROS_g02352.t1
PPN11347	GPAL|GPLIN_000026900	GROS|GROS_g02354.t1
PPN11345	GPAL|GPLIN_000026200	GROS|GROS_g11034.t1
PPN11343	GPAL|GPLIN_000025900	GROS|GROS_g11031.t1
PPN11342	GPAL|GPLIN_000025700	GROS|GROS_g11029.t1
PPN11341	GPAL|GPLIN_000025600	GROS|GROS_g11028.t1
PPN11340	GPAL|GPLIN_000025300	GROS|GROS_g06440.t1
PPN02710	GPAL|GPLIN_000075900	GROS|GROS_g07638.t1
PPN02711	GPAL|GPLIN_001197500	GROS|GROS_g09015.t1
PPN02712	GPAL|GPLIN_001480000	GROS|GROS_g11784.t1
PPN02713	GPAL|GPLIN_000584800	GROS|GROS_g04992.t1
PPN02714	GPAL|GPLIN_000976700	GROS|GROS_g04793.t1
PPN02715	GPAL|GPLIN_000118700	GROS|GROS_g09486.t1
PPN02716	GPAL|GPLIN_001149100	GROS|GROS_g03932.t1
PPN02717	GPAL|GPLIN_001369100	GROS|GROS_g04586.t1
PPN02718	GPAL|GPLIN_000820800	GROS|GROS_g07003.t1
PPN02719	GPAL|GPLIN_000770200	GROS|GROS_g07658.t1
PPN09128	GPAL|GPLIN_001025500	GROS|GROS_g13527.t1
PPN08715	GPAL|GPLIN_000429600	GROS|GROS_g03752.t1
PPN12953	GPAL|GPLIN_001460200	GROS|GROS_g03013.t1
PPN08651	GPAL|GPLIN_000931500	GROS|GROS_g01615.t1
PPN08657	GPAL|GPLIN_001593400	GROS|GROS_g00768.t1
PPN08655	GPAL|GPLIN_001065400	GROS|GROS_g10166.t1
PPN08659	GPAL|GPLIN_001609800	GROS|GROS_g05170.t1
PPN06007	GPAL|GPLIN_000846900	GROS|GROS_g07859.t1
PPN06839	GPAL|GPLIN_000547500	GROS|GROS_g06178.t1
PPN06838	GPAL|GPLIN_000545400	GROS|GROS_g01378.t1
PPN12621	GPAL|GPLIN_001103500	GROS|GROS_g01472.t1
PPN06554	GPAL|GPLIN_000010200	GROS|GROS_g04464.t1
PPN06555	GPAL|GPLIN_000605800	GROS|GROS_g02106.t1
PPN06552	GPAL|GPLIN_000460000	GROS|GROS_g05508.t1
PPN06553	GPAL|GPLIN_001247600	GROS|GROS_g02453.t1
PPN08364	GPAL|GPLIN_001275300	GROS|GROS_g10901.t1
PPN06550	GPAL|GPLIN_000213500	GROS|GROS_g00333.t1
PPN12620	GPAL|GPLIN_001103400	GROS|GROS_g01471.t1
PPN12951	GPAL|GPLIN_001456000	GROS|GROS_g00477.t1
PPN06551	GPAL|GPLIN_000191600	GROS|GROS_g00290.t1
PPN11436	GPAL|GPLIN_000109200	GROS|GROS_g10855.t1
PPN05709	GPAL|GPLIN_001398100	GROS|GROS_g06460.t1
PPN04341	GPAL|GPLIN_001389000	GROS|GROS_g11823.t1
PPN04340	GPAL|GPLIN_000231200	GROS|GROS_g12665.t1
PPN04343	GPAL|GPLIN_001187700	GROS|GROS_g00312.t1
PPN04342	GPAL|GPLIN_000380200	GROS|GROS_g02982.t1
PPN08369	GPAL|GPLIN_000567900	GROS|GROS_g05633.t1
PPN04345	GPAL|GPLIN_000759000	GROS|GROS_g07549.t1
PPN08368	GPAL|GPLIN_001065600	GROS|GROS_g08835.t1
PPN04344	GPAL|GPLIN_000644900	GROS|GROS_g10836.t1
PPN04347	GPAL|GPLIN_000850900	GROS|GROS_g08788.t1
PPN04346	GPAL|GPLIN_000144900	GROS|GROS_g04251.t1
PPN12069	GPAL|GPLIN_000636200	GROS|GROS_g01732.t1
PPN12068	GPAL|GPLIN_000634100	GROS|GROS_g07164.t1
PPN12067	GPAL|GPLIN_000630900	GROS|GROS_g11537.t1
PPN12066	GPAL|GPLIN_000630500	GROS|GROS_g07494.t1
PPN12065	GPAL|GPLIN_000630400	GROS|GROS_g07492.t1
PPN12064	GPAL|GPLIN_000629300	GROS|GROS_g05776.t1
PPN12063	GPAL|GPLIN_000628600	GROS|GROS_g08923.t1
PPN12062	GPAL|GPLIN_000628000	GROS|GROS_g05241.t1
PPN12061	GPAL|GPLIN_000627800	GROS|GROS_g05242.t1
PPN12060	GPAL|GPLIN_000626800	GROS|GROS_g14196.t1
PPN08388	GPAL|GPLIN_000790400	GROS|GROS_g04182.t1
PPN11638	GPAL|GPLIN_000280800	GROS|GROS_g12913.t1
PPN08385	GPAL|GPLIN_000571300	GROS|GROS_g03365.t1
PPN08387	GPAL|GPLIN_000165700	GROS|GROS_g13116.t1
PPN08386	GPAL|GPLIN_001043500	GROS|GROS_g02759.t1
PPN12742	GPAL|GPLIN_001213300	GROS|GROS_g13155.t1
PPN04150	GPAL|GPLIN_000731600	GROS|GROS_g05053.t1
PPN04151	GPAL|GPLIN_000919000	GROS|GROS_g04063.t1
PPN04400	GPAL|GPLIN_001304000	GROS|GROS_g08622.t1
PPN04154	GPAL|GPLIN_001054000	GROS|GROS_g13453.t1
PPN04404	GPAL|GPLIN_000976500	GROS|GROS_g04795.t1
PPN04157	GPAL|GPLIN_000011700	GROS|GROS_g02556.t1
PPN04158	GPAL|GPLIN_000981200	GROS|GROS_g04422.t1
PPN04409	GPAL|GPLIN_000803700	GROS|GROS_g04827.t1
PPN11655	GPAL|GPLIN_000297700	GROS|GROS_g13273.t1
PPN12743	GPAL|GPLIN_001215700	GROS|GROS_g10507.t1
PPN05883	GPAL|GPLIN_000637400	GROS|GROS_g12415.t1
PPN03697	GPAL|GPLIN_001398200	GROS|GROS_g06461.t1
PPN05882	GPAL|GPLIN_001044900	GROS|GROS_g07618.t1
PPN04834	GPAL|GPLIN_000541100	GROS|GROS_g00198.t1
PPN12931	GPAL|GPLIN_001415600	GROS|GROS_g04767.t1
PPN12746	GPAL|GPLIN_001217400	GROS|GROS_g09605.t1
PPN12937	GPAL|GPLIN_001421700	GROS|GROS_g00268.t1
PPN12936	GPAL|GPLIN_001420900	GROS|GROS_g10655.t1
PPN12939	GPAL|GPLIN_001425100	GROS|GROS_g00790.t1
PPN12938	GPAL|GPLIN_001425000	GROS|GROS_g00791.t1
PPN00385	GPAL|GPLIN_000717900	GROS|GROS_g06011.t1
PPN05886	GPAL|GPLIN_000286400	GROS|GROS_g08420.t1
PPN08779	GPAL|GPLIN_000146100	GROS|GROS_g04236.t1
PPN01548	GPAL|GPLIN_000568000	GROS|GROS_g05634.t1
PPN01549	GPAL|GPLIN_000092100	GROS|GROS_g06374.t1
PPN08350	GPAL|GPLIN_001486700	GROS|GROS_g03451.t1
PPN11484	GPAL|GPLIN_000156700	GROS|GROS_g09554.t1
PPN04064	GPAL|GPLIN_000703100	GROS|GROS_g06246.t1
PPN11486	GPAL|GPLIN_000164300	GROS|GROS_g08832.t1
PPN11487	GPAL|GPLIN_000164400	GROS|GROS_g06353.t1
PPN11480	GPAL|GPLIN_000154400	GROS|GROS_g10766.t1
PPN11481	GPAL|GPLIN_000155700	GROS|GROS_g10927.t1
PPN02389	GPAL|GPLIN_000729200	GROS|GROS_g00277.t1
PPN04065	GPAL|GPLIN_001085000	GROS|GROS_g06744.t1
PPN02387	GPAL|GPLIN_001212000	GROS|GROS_g09155.t1
PPN02386	GPAL|GPLIN_001127300	GROS|GROS_g12218.t1
PPN02385	GPAL|GPLIN_000418400	GROS|GROS_g00041.t1
PPN02384	GPAL|GPLIN_000511500	GROS|GROS_g00037.t1
PPN04066	GPAL|GPLIN_000250200	GROS|GROS_g03155.t1
