PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709
PPN02309	GPAL|GPLIN_000401400	GROS|GROS_g04482
PPN02308	GPAL|GPLIN_000015500	GROS|GROS_g06206
PPN11662	GPAL|GPLIN_000305400	GROS|GROS_g01449
PPN08849	GPAL|GPLIN_000577700	GROS|GROS_g04710
PPN11663	GPAL|GPLIN_000305500	GROS|GROS_g01447
PPN01140	GPAL|GPLIN_000398100	GROS|GROS_g03038
PPN01144	GPAL|GPLIN_000149300	GROS|GROS_g02160
PPN01145	GPAL|GPLIN_001294800	GROS|GROS_g01370
PPN01146	GPAL|GPLIN_001115500	GROS|GROS_g11779
PPN01147	GPAL|GPLIN_001360300	GROS|GROS_g05650
PPN01539	GPAL|GPLIN_001141300	GROS|GROS_g10049
PPN04011	GPAL|GPLIN_000557200	GROS|GROS_g02504
PPN01530	GPAL|GPLIN_000762600	GROS|GROS_g05301
PPN01533	GPAL|GPLIN_000218300	GROS|GROS_g03759
PPN01535	GPAL|GPLIN_000112700	GROS|GROS_g12874
PPN01537	GPAL|GPLIN_001301300	GROS|GROS_g08464
PPN01536	GPAL|GPLIN_000112600	GROS|GROS_g12875
PPN11923	GPAL|GPLIN_000522100	GROS|GROS_g10770
PPN11922	GPAL|GPLIN_000521700	GROS|GROS_g03549
PPN11921	GPAL|GPLIN_000521200	GROS|GROS_g03545
PPN11927	GPAL|GPLIN_000524300	GROS|GROS_g03465
PPN11926	GPAL|GPLIN_000523500	GROS|GROS_g12963
PPN11925	GPAL|GPLIN_000523400	GROS|GROS_g12962
PPN11924	GPAL|GPLIN_000523200	GROS|GROS_g08335
PPN02944	GPAL|GPLIN_000521800	GROS|GROS_g03550
PPN11748	GPAL|GPLIN_000374100	GROS|GROS_g02855
PPN11219	GPAL|GPLIN_000015400	GROS|GROS_g06208
PPN00956	GPAL|GPLIN_000600500	GROS|GROS_g03841
PPN00950	GPAL|GPLIN_000538300	GROS|GROS_g03715
PPN00952	GPAL|GPLIN_001165600	GROS|GROS_g02464
PPN00953	GPAL|GPLIN_000881200	GROS|GROS_g03214
PPN11743	GPAL|GPLIN_000368700	GROS|GROS_g03332
PPN12558	GPAL|GPLIN_001040800	GROS|GROS_g07131
PPN11741	GPAL|GPLIN_000367200	GROS|GROS_g00719
PPN08401	GPAL|GPLIN_000580100	GROS|GROS_g03648
PPN11747	GPAL|GPLIN_000371300	GROS|GROS_g11293
PPN12553	GPAL|GPLIN_001033000	GROS|GROS_g09645
PPN11745	GPAL|GPLIN_000370500	GROS|GROS_g01112
PPN12552	GPAL|GPLIN_001031900	GROS|GROS_g13486
PPN12551	GPAL|GPLIN_001031600	GROS|GROS_g06005
PPN07090	GPAL|GPLIN_001220000	GROS|GROS_g08873
PPN07091	GPAL|GPLIN_001230500	GROS|GROS_g02317
PPN07092	GPAL|GPLIN_001248500	GROS|GROS_g00574
PPN07094	GPAL|GPLIN_001254600	GROS|GROS_g08002
PPN07095	GPAL|GPLIN_001262300	GROS|GROS_g05877
PPN07096	GPAL|GPLIN_001263100	GROS|GROS_g12558
PPN07097	GPAL|GPLIN_001265000	GROS|GROS_g05673
PPN07098	GPAL|GPLIN_001269200	GROS|GROS_g03204
PPN07099	GPAL|GPLIN_001277600	GROS|GROS_g11051
PPN11898	GPAL|GPLIN_000505900	GROS|GROS_g01498
PPN11893	GPAL|GPLIN_000502700	GROS|GROS_g02046
PPN11892	GPAL|GPLIN_000502500	GROS|GROS_g13408
PPN11891	GPAL|GPLIN_000502100	GROS|GROS_g02261
PPN11890	GPAL|GPLIN_000502000	GROS|GROS_g09159
PPN11897	GPAL|GPLIN_000505500	GROS|GROS_g01503
PPN11896	GPAL|GPLIN_000504100	GROS|GROS_g12429
PPN11895	GPAL|GPLIN_000503000	GROS|GROS_g02043
PPN11894	GPAL|GPLIN_000502900	GROS|GROS_g02045
PPN06990	GPAL|GPLIN_000545300	GROS|GROS_g01381
PPN06991	GPAL|GPLIN_000561200	GROS|GROS_g08529
PPN09140	GPAL|GPLIN_001081500	GROS|GROS_g07721
PPN09141	GPAL|GPLIN_001090700	GROS|GROS_g10923
PPN09142	GPAL|GPLIN_001095100	GROS|GROS_g11101
PPN09143	GPAL|GPLIN_001118000	GROS|GROS_g13464
PPN09144	GPAL|GPLIN_001118400	GROS|GROS_g08537
PPN09145	GPAL|GPLIN_001120300	GROS|GROS_g01156
PPN09146	GPAL|GPLIN_001120400	GROS|GROS_g00670
PPN09148	GPAL|GPLIN_001144500	GROS|GROS_g01608
PPN09149	GPAL|GPLIN_001150400	GROS|GROS_g05417
PPN01337	GPAL|GPLIN_000021100	GROS|GROS_g10937
PPN01336	GPAL|GPLIN_000795500	GROS|GROS_g09304
PPN01335	GPAL|GPLIN_000769300	GROS|GROS_g04119
PPN01339	GPAL|GPLIN_000876200	GROS|GROS_g02891
PPN01338	GPAL|GPLIN_000373400	GROS|GROS_g02843
PPN05829	GPAL|GPLIN_000713500	GROS|GROS_g04635
PPN05828	GPAL|GPLIN_001111700	GROS|GROS_g06868
PPN06329	GPAL|GPLIN_000752600	GROS|GROS_g05443
PPN02444	GPAL|GPLIN_000584500	GROS|GROS_g03896
PPN02445	GPAL|GPLIN_000584400	GROS|GROS_g03897
PPN02446	GPAL|GPLIN_000584300	GROS|GROS_g03898
PPN02447	GPAL|GPLIN_001355200	GROS|GROS_g03900
PPN02440	GPAL|GPLIN_000991700	GROS|GROS_g05202
PPN02441	GPAL|GPLIN_000992100	GROS|GROS_g05198
PPN02442	GPAL|GPLIN_000096600	GROS|GROS_g07082
PPN02443	GPAL|GPLIN_000647400	GROS|GROS_g01830
PPN02448	GPAL|GPLIN_000369700	GROS|GROS_g03321
PPN05798	GPAL|GPLIN_000470100	GROS|GROS_g06988
PPN05791	GPAL|GPLIN_000550700	GROS|GROS_g06510
PPN05790	GPAL|GPLIN_001045500	GROS|GROS_g07623
PPN05793	GPAL|GPLIN_000015700	GROS|GROS_g06203
PPN05795	GPAL|GPLIN_000309500	GROS|GROS_g01529
PPN05794	GPAL|GPLIN_000309400	GROS|GROS_g01530
PPN05797	GPAL|GPLIN_001182800	GROS|GROS_g01269
PPN06569	GPAL|GPLIN_000548300	GROS|GROS_g06186
PPN06454	GPAL|GPLIN_000301000	GROS|GROS_g02311
PPN08375	GPAL|GPLIN_000141200	GROS|GROS_g05884
PPN03513	GPAL|GPLIN_001385300	GROS|GROS_g09680
PPN03512	GPAL|GPLIN_001054300	GROS|GROS_g11808
PPN08373	GPAL|GPLIN_000115700	GROS|GROS_g07888
PPN08363	GPAL|GPLIN_000222400	GROS|GROS_g01440
PPN08361	GPAL|GPLIN_001044500	GROS|GROS_g02743
PPN00171	GPAL|GPLIN_001053700	GROS|GROS_g12940
PPN00175	GPAL|GPLIN_000300400	GROS|GROS_g07690
PPN02649	GPAL|GPLIN_000138200	GROS|GROS_g05899
PPN08379	GPAL|GPLIN_001127600	GROS|GROS_g00680
PPN06896	GPAL|GPLIN_001346000	GROS|GROS_g09208
PPN04358	GPAL|GPLIN_001394700	GROS|GROS_g05106
PPN04359	GPAL|GPLIN_001262100	GROS|GROS_g05881
PPN08860	GPAL|GPLIN_000142700	GROS|GROS_g08151
PPN12001	GPAL|GPLIN_000587000	GROS|GROS_g09770
PPN01498	GPAL|GPLIN_001082400	GROS|GROS_g07733
PPN01497	GPAL|GPLIN_001307300	GROS|GROS_g01035
PPN01494	GPAL|GPLIN_001308800	GROS|GROS_g07118
PPN01495	GPAL|GPLIN_000703200	GROS|GROS_g06247
PPN01492	GPAL|GPLIN_000096900	GROS|GROS_g07078
PPN05913	GPAL|GPLIN_000091100	GROS|GROS_g00803
PPN05912	GPAL|GPLIN_000907600	GROS|GROS_g07426
PPN05911	GPAL|GPLIN_000473200	GROS|GROS_g00387
PPN05910	GPAL|GPLIN_000505700	GROS|GROS_g01501
PPN05917	GPAL|GPLIN_001234000	GROS|GROS_g05408
PPN05915	GPAL|GPLIN_000242500	GROS|GROS_g05447
PPN04204	GPAL|GPLIN_000302300	GROS|GROS_g02292
PPN04205	GPAL|GPLIN_000387300	GROS|GROS_g07516
PPN04206	GPAL|GPLIN_001374400	GROS|GROS_g08757
PPN04207	GPAL|GPLIN_000126600	GROS|GROS_g05782
PPN04200	GPAL|GPLIN_000606400	GROS|GROS_g02114
PPN04201	GPAL|GPLIN_000483700	GROS|GROS_g09711
PPN04202	GPAL|GPLIN_000633500	GROS|GROS_g07171
PPN04203	GPAL|GPLIN_000483900	GROS|GROS_g09713
PPN04208	GPAL|GPLIN_000774700	GROS|GROS_g00776
PPN04209	GPAL|GPLIN_000430700	GROS|GROS_g03766
PPN11528	GPAL|GPLIN_000191900	GROS|GROS_g00297
PPN08868	GPAL|GPLIN_000300200	GROS|GROS_g07693
PPN02149	GPAL|GPLIN_000219900	GROS|GROS_g06579
PPN04019	GPAL|GPLIN_000002600	GROS|GROS_g02766
PPN11798	GPAL|GPLIN_000408600	GROS|GROS_g06958
PPN11799	GPAL|GPLIN_000409200	GROS|GROS_g06967
PPN04018	GPAL|GPLIN_000819600	GROS|GROS_g00516
PPN02141	GPAL|GPLIN_001153500	GROS|GROS_g01806
PPN02140	GPAL|GPLIN_000856000	GROS|GROS_g05825
PPN02143	GPAL|GPLIN_000250600	GROS|GROS_g03151
PPN02142	GPAL|GPLIN_001231900	GROS|GROS_g09169
PPN02145	GPAL|GPLIN_000247500	GROS|GROS_g03608
PPN02144	GPAL|GPLIN_000665200	GROS|GROS_g05805
PPN02147	GPAL|GPLIN_000301600	GROS|GROS_g02299
PPN02146	GPAL|GPLIN_000093700	GROS|GROS_g03910
PPN03631	GPAL|GPLIN_000322400	GROS|GROS_g06658
PPN03632	GPAL|GPLIN_000612500	GROS|GROS_g06800
PPN01531	GPAL|GPLIN_001371800	GROS|GROS_g10563
PPN04010	GPAL|GPLIN_000451200	GROS|GROS_g04262
PPN13021	GPAL|GPLIN_001622000	GROS|GROS_g10192
PPN04013	GPAL|GPLIN_000387800	GROS|GROS_g02513
PPN04012	GPAL|GPLIN_000983000	GROS|GROS_g06846
PPN02329	GPAL|GPLIN_001003900	GROS|GROS_g07895
PPN02325	GPAL|GPLIN_001072100	GROS|GROS_g03895
PPN02324	GPAL|GPLIN_001604700	GROS|GROS_g12149
PPN02327	GPAL|GPLIN_000526200	GROS|GROS_g01059
PPN02326	GPAL|GPLIN_000742700	GROS|GROS_g03870
PPN02321	GPAL|GPLIN_000568200	GROS|GROS_g05637
PPN02323	GPAL|GPLIN_001635200	GROS|GROS_g12151
PPN02322	GPAL|GPLIN_000446800	GROS|GROS_g07477
PPN04017	GPAL|GPLIN_000819800	GROS|GROS_g00514
PPN08542	GPAL|GPLIN_000889400	GROS|GROS_g02974
PPN04016	GPAL|GPLIN_001309500	GROS|GROS_g00507
PPN08541	GPAL|GPLIN_000354100	GROS|GROS_g01463
PPN11132	GPAL|GPLIN_001500000	GROS|GROS_g04630
PPN08428	GPAL|GPLIN_000163500	GROS|GROS_g06476
PPN12995	GPAL|GPLIN_001526800	GROS|GROS_g02320
PPN08913	GPAL|GPLIN_000851900	GROS|GROS_g11618
PPN05497	GPAL|GPLIN_000262800	GROS|GROS_g04804
PPN12000	GPAL|GPLIN_000585400	GROS|GROS_g04986
PPN01164	GPAL|GPLIN_000453300	GROS|GROS_g00102
PPN01162	GPAL|GPLIN_000905700	GROS|GROS_g04195
PPN01160	GPAL|GPLIN_000876700	GROS|GROS_g02883
PPN08545	GPAL|GPLIN_000596100	GROS|GROS_g11351
PPN11606	GPAL|GPLIN_000254400	GROS|GROS_g10412
PPN12998	GPAL|GPLIN_001533400	GROS|GROS_g07331
PPN04079	GPAL|GPLIN_000749400	GROS|GROS_g11970
PPN04078	GPAL|GPLIN_000378700	GROS|GROS_g00604
PPN04077	GPAL|GPLIN_000728300	GROS|GROS_g07635
PPN04076	GPAL|GPLIN_001028000	GROS|GROS_g06912
PPN04075	GPAL|GPLIN_001330500	GROS|GROS_g13427
PPN01554	GPAL|GPLIN_000105700	GROS|GROS_g05086
PPN04073	GPAL|GPLIN_000172100	GROS|GROS_g03096
PPN04072	GPAL|GPLIN_001047700	GROS|GROS_g11242
PPN04071	GPAL|GPLIN_000916700	GROS|GROS_g11158
PPN11802	GPAL|GPLIN_000413700	GROS|GROS_g11243
PPN09013	GPAL|GPLIN_000470200	GROS|GROS_g06987
PPN11605	GPAL|GPLIN_000252000	GROS|GROS_g03138
PPN12250	GPAL|GPLIN_000780600	GROS|GROS_g00017
PPN11980	GPAL|GPLIN_000560800	GROS|GROS_g06286
PPN11803	GPAL|GPLIN_000413900	GROS|GROS_g03340
PPN08420	GPAL|GPLIN_000119700	GROS|GROS_g02402
PPN11602	GPAL|GPLIN_000249400	GROS|GROS_g07379
PPN11983	GPAL|GPLIN_000564500	GROS|GROS_g05938
PPN11804	GPAL|GPLIN_000416400	GROS|GROS_g10799
PPN02921	GPAL|GPLIN_001015100	GROS|GROS_g04941
PPN02928	GPAL|GPLIN_000910000	GROS|GROS_g04454
PPN11603	GPAL|GPLIN_000249500	GROS|GROS_g00078
PPN11982	GPAL|GPLIN_000563300	GROS|GROS_g03026
PPN04699	GPAL|GPLIN_000829200	GROS|GROS_g09190
PPN04698	GPAL|GPLIN_000779600	GROS|GROS_g04772
PPN04693	GPAL|GPLIN_000737300	GROS|GROS_g00348
PPN04692	GPAL|GPLIN_000368000	GROS|GROS_g00709
PPN04691	GPAL|GPLIN_001347700	GROS|GROS_g08814
PPN04690	GPAL|GPLIN_001117100	GROS|GROS_g11473
PPN04697	GPAL|GPLIN_001257200	GROS|GROS_g00439
PPN04696	GPAL|GPLIN_000122800	GROS|GROS_g09365
PPN04695	GPAL|GPLIN_000537300	GROS|GROS_g05252
PPN04694	GPAL|GPLIN_000006300	GROS|GROS_g08568
PPN00201	GPAL|GPLIN_000457100	GROS|GROS_g10501
PPN00202	GPAL|GPLIN_000808600	GROS|GROS_g08676
PPN00978	GPAL|GPLIN_001368900	GROS|GROS_g08199
PPN11601	GPAL|GPLIN_000248900	GROS|GROS_g03160
PPN11984	GPAL|GPLIN_000566200	GROS|GROS_g00937
PPN11807	GPAL|GPLIN_000418700	GROS|GROS_g13382
PPN11823	GPAL|GPLIN_000431900	GROS|GROS_g01679
PPN08424	GPAL|GPLIN_000305800	GROS|GROS_g09759
PPN11987	GPAL|GPLIN_000571900	GROS|GROS_g12769
PPN08425	GPAL|GPLIN_000274800	GROS|GROS_g06709
PPN11301	GPAL|GPLIN_000693900	GROS|GROS_g02017
PPN08426	GPAL|GPLIN_001050900	GROS|GROS_g05578
PPN06096	GPAL|GPLIN_000003800	GROS|GROS_g06550
PPN03828	GPAL|GPLIN_000760200	GROS|GROS_g11354
PPN03400	GPAL|GPLIN_001133800	GROS|GROS_g00356
PPN06699	GPAL|GPLIN_000217800	GROS|GROS_g03764
PPN06698	GPAL|GPLIN_000652200	GROS|GROS_g08702
PPN03409	GPAL|GPLIN_001130300	GROS|GROS_g12405
PPN11604	GPAL|GPLIN_000251100	GROS|GROS_g03144
PPN01318	GPAL|GPLIN_000670400	GROS|GROS_g10999
PPN09164	GPAL|GPLIN_001223500	GROS|GROS_g11702
PPN09165	GPAL|GPLIN_001223900	GROS|GROS_g08283
PPN09162	GPAL|GPLIN_001219900	GROS|GROS_g05351
PPN09163	GPAL|GPLIN_001222700	GROS|GROS_g07901
PPN09160	GPAL|GPLIN_001189700	GROS|GROS_g11043
PPN09161	GPAL|GPLIN_001203000	GROS|GROS_g02358
PPN01315	GPAL|GPLIN_000455000	GROS|GROS_g00122
PPN01316	GPAL|GPLIN_000952400	GROS|GROS_g00628
PPN11600	GPAL|GPLIN_000248400	GROS|GROS_g03166
PPN12237	GPAL|GPLIN_000769400	GROS|GROS_g04118
PPN05801	GPAL|GPLIN_000445800	GROS|GROS_g07464
PPN05802	GPAL|GPLIN_000447800	GROS|GROS_g07935
PPN05807	GPAL|GPLIN_000573700	GROS|GROS_g00161
PPN05806	GPAL|GPLIN_001388300	GROS|GROS_g00075
PPN12235	GPAL|GPLIN_000768000	GROS|GROS_g10405
PPN12645	GPAL|GPLIN_001130400	GROS|GROS_g04354
PPN12232	GPAL|GPLIN_000767500	GROS|GROS_g08931
PPN12644	GPAL|GPLIN_001125400	GROS|GROS_g12245
PPN12233	GPAL|GPLIN_000767600	GROS|GROS_g10362
PPN06347	GPAL|GPLIN_000301400	GROS|GROS_g02304
PPN06344	GPAL|GPLIN_000395500	GROS|GROS_g04835
PPN06343	GPAL|GPLIN_000071900	GROS|GROS_g02239
PPN06341	GPAL|GPLIN_001249900	GROS|GROS_g07040
PPN06340	GPAL|GPLIN_000662800	GROS|GROS_g11898
PPN12231	GPAL|GPLIN_000767400	GROS|GROS_g01645
PPN12649	GPAL|GPLIN_001132100	GROS|GROS_g08339
PPN06349	GPAL|GPLIN_000330600	GROS|GROS_g09834
PPN06348	GPAL|GPLIN_000330900	GROS|GROS_g11934
PPN12648	GPAL|GPLIN_001131800	GROS|GROS_g11410
PPN12691	GPAL|GPLIN_001171100	GROS|GROS_g01517
PPN12319	GPAL|GPLIN_000844800	GROS|GROS_g04592
PPN08697	GPAL|GPLIN_000678700	GROS|GROS_g12543
PPN05733	GPAL|GPLIN_000698100	GROS|GROS_g09106
PPN08692	GPAL|GPLIN_001377100	GROS|GROS_g12637
PPN08691	GPAL|GPLIN_000268900	GROS|GROS_g00977
PPN05732	GPAL|GPLIN_000227900	GROS|GROS_g04982
PPN05731	GPAL|GPLIN_000397400	GROS|GROS_g03047
PPN05737	GPAL|GPLIN_000334600	GROS|GROS_g01074
PPN05736	GPAL|GPLIN_000570800	GROS|GROS_g03359
PPN02468	GPAL|GPLIN_000454700	GROS|GROS_g00117
PPN05735	GPAL|GPLIN_000680500	GROS|GROS_g09859
PPN02462	GPAL|GPLIN_000234500	GROS|GROS_g03233
PPN02463	GPAL|GPLIN_000193300	GROS|GROS_g06528
PPN02460	GPAL|GPLIN_000617400	GROS|GROS_g00793
PPN02461	GPAL|GPLIN_000234300	GROS|GROS_g03235
PPN02466	GPAL|GPLIN_000454400	GROS|GROS_g00113
PPN02467	GPAL|GPLIN_000454500	GROS|GROS_g00114
PPN02464	GPAL|GPLIN_000454100	GROS|GROS_g00110
PPN02465	GPAL|GPLIN_000454300	GROS|GROS_g00112
PPN08349	GPAL|GPLIN_000857900	GROS|GROS_g04700
PPN11724	GPAL|GPLIN_000352300	GROS|GROS_g03655
PPN06469	GPAL|GPLIN_000753200	GROS|GROS_g09226
PPN06466	GPAL|GPLIN_000900800	GROS|GROS_g11871
PPN06467	GPAL|GPLIN_001268400	GROS|GROS_g12528
PPN06464	GPAL|GPLIN_000675600	GROS|GROS_g01927
PPN06465	GPAL|GPLIN_000464400	GROS|GROS_g05128
PPN06462	GPAL|GPLIN_000449500	GROS|GROS_g09348
PPN06463	GPAL|GPLIN_000676000	GROS|GROS_g01930
PPN12021	GPAL|GPLIN_000596700	GROS|GROS_g05774
PPN12027	GPAL|GPLIN_000600600	GROS|GROS_g03840
PPN12025	GPAL|GPLIN_000599000	GROS|GROS_g11728
PPN12799	GPAL|GPLIN_001266100	GROS|GROS_g06333
PPN12798	GPAL|GPLIN_001263800	GROS|GROS_g11316
PPN12029	GPAL|GPLIN_000601600	GROS|GROS_g03824
PPN06869	GPAL|GPLIN_000633600	GROS|GROS_g07170
PPN06878	GPAL|GPLIN_001158200	GROS|GROS_g01336
PPN04194	GPAL|GPLIN_001189800	GROS|GROS_g11044
PPN04196	GPAL|GPLIN_001136700	GROS|GROS_g06889
PPN04197	GPAL|GPLIN_001379000	GROS|GROS_g07448
PPN04190	GPAL|GPLIN_000302800	GROS|GROS_g02278
PPN04192	GPAL|GPLIN_000356800	GROS|GROS_g11143
PPN04441	GPAL|GPLIN_001254300	GROS|GROS_g02866
PPN04198	GPAL|GPLIN_001083100	GROS|GROS_g10456
PPN04199	GPAL|GPLIN_001173700	GROS|GROS_g09331
PPN06511	GPAL|GPLIN_001076300	GROS|GROS_g03074
PPN06861	GPAL|GPLIN_000160800	GROS|GROS_g06066
PPN06867	GPAL|GPLIN_000924700	GROS|GROS_g09896
PPN06864	GPAL|GPLIN_000765700	GROS|GROS_g06935
PPN06865	GPAL|GPLIN_000674300	GROS|GROS_g01910
PPN04229	GPAL|GPLIN_000080700	GROS|GROS_g00130
PPN04998	GPAL|GPLIN_000816100	GROS|GROS_g02682
PPN04999	GPAL|GPLIN_000275800	GROS|GROS_g06725
PPN04994	GPAL|GPLIN_000285900	GROS|GROS_g08425
PPN04995	GPAL|GPLIN_000775500	GROS|GROS_g07292
PPN04996	GPAL|GPLIN_000471900	GROS|GROS_g12326
PPN04221	GPAL|GPLIN_000632800	GROS|GROS_g07179
PPN04990	GPAL|GPLIN_000424900	GROS|GROS_g11508
PPN04991	GPAL|GPLIN_000278900	GROS|GROS_g00690
PPN04224	GPAL|GPLIN_001178800	GROS|GROS_g10597
PPN04993	GPAL|GPLIN_000602200	GROS|GROS_g03818
PPN06592	GPAL|GPLIN_000288800	GROS|GROS_g05484
PPN06593	GPAL|GPLIN_000650200	GROS|GROS_g01290
PPN06596	GPAL|GPLIN_001209000	GROS|GROS_g02100
PPN06597	GPAL|GPLIN_001294400	GROS|GROS_g10652
PPN06598	GPAL|GPLIN_000640900	GROS|GROS_g08495
PPN08536	GPAL|GPLIN_000579000	GROS|GROS_g11195
PPN06876	GPAL|GPLIN_000865100	GROS|GROS_g00844
PPN04127	GPAL|GPLIN_000795300	GROS|GROS_g09300
PPN02128	GPAL|GPLIN_000941600	GROS|GROS_g07996
PPN02126	GPAL|GPLIN_001270800	GROS|GROS_g00565
PPN02125	GPAL|GPLIN_001271000	GROS|GROS_g00563
PPN02124	GPAL|GPLIN_001200800	GROS|GROS_g00562
PPN02123	GPAL|GPLIN_001200900	GROS|GROS_g00561
PPN02122	GPAL|GPLIN_000714500	GROS|GROS_g00781
PPN02121	GPAL|GPLIN_000343000	GROS|GROS_g13141
PPN02120	GPAL|GPLIN_000682900	GROS|GROS_g10372
PPN03619	GPAL|GPLIN_001273400	GROS|GROS_g04093
PPN03616	GPAL|GPLIN_001355400	GROS|GROS_g09113
PPN03613	GPAL|GPLIN_000104100	GROS|GROS_g01244
PPN03610	GPAL|GPLIN_000944300	GROS|GROS_g13020
PPN04121	GPAL|GPLIN_000154500	GROS|GROS_g10767
PPN11742	GPAL|GPLIN_000367800	GROS|GROS_g00706
PPN02694	GPAL|GPLIN_000575500	GROS|GROS_g00179
PPN02697	GPAL|GPLIN_000683000	GROS|GROS_g10374
PPN02696	GPAL|GPLIN_000882800	GROS|GROS_g09998
PPN02691	GPAL|GPLIN_000149600	GROS|GROS_g02158
PPN02690	GPAL|GPLIN_000138400	GROS|GROS_g09517
PPN02693	GPAL|GPLIN_000575600	GROS|GROS_g00180
PPN02692	GPAL|GPLIN_000576000	GROS|GROS_g00183
PPN02699	GPAL|GPLIN_000645700	GROS|GROS_g08777
PPN08537	GPAL|GPLIN_001425500	GROS|GROS_g03088
PPN11646	GPAL|GPLIN_000290300	GROS|GROS_g05953
PPN09057	GPAL|GPLIN_000670200	GROS|GROS_g11001
PPN12668	GPAL|GPLIN_001152800	GROS|GROS_g01814
PPN07093	GPAL|GPLIN_001254100	GROS|GROS_g02868
PPN09054	GPAL|GPLIN_000660700	GROS|GROS_g01650
PPN05475	GPAL|GPLIN_000894800	GROS|GROS_g07836
PPN06632	GPAL|GPLIN_000657800	GROS|GROS_g10528
PPN01104	GPAL|GPLIN_000644100	GROS|GROS_g03455
PPN11502	GPAL|GPLIN_000171800	GROS|GROS_g03102
PPN12493	GPAL|GPLIN_000977300	GROS|GROS_g12906
PPN11744	GPAL|GPLIN_000370200	GROS|GROS_g01115
PPN12496	GPAL|GPLIN_000978700	GROS|GROS_g02581
PPN12497	GPAL|GPLIN_000980600	GROS|GROS_g04432
PPN09050	GPAL|GPLIN_000652300	GROS|GROS_g08701
PPN12498	GPAL|GPLIN_000983200	GROS|GROS_g11526
PPN12499	GPAL|GPLIN_000983500	GROS|GROS_g11521
PPN09051	GPAL|GPLIN_000658300	GROS|GROS_g07604
PPN09002	GPAL|GPLIN_000360100	GROS|GROS_g05793
PPN08885	GPAL|GPLIN_000611600	GROS|GROS_g11441
PPN11899	GPAL|GPLIN_000506300	GROS|GROS_g05007
PPN04055	GPAL|GPLIN_000526700	GROS|GROS_g01052
PPN04054	GPAL|GPLIN_000888400	GROS|GROS_g01386
PPN04057	GPAL|GPLIN_000883700	GROS|GROS_g08125
PPN04056	GPAL|GPLIN_000705100	GROS|GROS_g05167
PPN04051	GPAL|GPLIN_001185200	GROS|GROS_g10668
PPN04050	GPAL|GPLIN_001155400	GROS|GROS_g00523
PPN04052	GPAL|GPLIN_000780100	GROS|GROS_g00023
PPN04059	GPAL|GPLIN_000345000	GROS|GROS_g08484
PPN01578	GPAL|GPLIN_001015900	GROS|GROS_g13161
PPN04046	GPAL|GPLIN_000675300	GROS|GROS_g01923
PPN02909	GPAL|GPLIN_001138100	GROS|GROS_g04828
PPN02903	GPAL|GPLIN_000040900	GROS|GROS_g02212
PPN04047	GPAL|GPLIN_001012500	GROS|GROS_g05285
PPN12908	GPAL|GPLIN_001383800	GROS|GROS_g07274
PPN12970	GPAL|GPLIN_001495600	GROS|GROS_g05383
PPN11623	GPAL|GPLIN_000269500	GROS|GROS_g00986
PPN06515	GPAL|GPLIN_000470800	GROS|GROS_g06979
PPN08609	GPAL|GPLIN_000239100	GROS|GROS_g08593
PPN09058	GPAL|GPLIN_000674100	GROS|GROS_g01907
PPN08606	GPAL|GPLIN_000273400	GROS|GROS_g08203
PPN05983	GPAL|GPLIN_000952900	GROS|GROS_g12798
PPN09059	GPAL|GPLIN_000674200	GROS|GROS_g01908
PPN12866	GPAL|GPLIN_001336100	GROS|GROS_g10610
PPN08600	GPAL|GPLIN_000387600	GROS|GROS_g07512
PPN05985	GPAL|GPLIN_001015300	GROS|GROS_g12293
PPN12860	GPAL|GPLIN_001328800	GROS|GROS_g10358
PPN03428	GPAL|GPLIN_000224300	GROS|GROS_g02165
PPN03421	GPAL|GPLIN_001164300	GROS|GROS_g02656
PPN03420	GPAL|GPLIN_000799000	GROS|GROS_g08296
PPN03423	GPAL|GPLIN_000825500	GROS|GROS_g09021
PPN03424	GPAL|GPLIN_000273800	GROS|GROS_g09658
PPN03426	GPAL|GPLIN_001175800	GROS|GROS_g03729
PPN01378	GPAL|GPLIN_000144300	GROS|GROS_g10623
PPN01377	GPAL|GPLIN_000206800	GROS|GROS_g07022
PPN01376	GPAL|GPLIN_001367100	GROS|GROS_g04558
PPN01374	GPAL|GPLIN_000445300	GROS|GROS_g07457
PPN01373	GPAL|GPLIN_000478400	GROS|GROS_g12485
PPN01372	GPAL|GPLIN_000478800	GROS|GROS_g10699
PPN01371	GPAL|GPLIN_001118700	GROS|GROS_g08539
PPN01370	GPAL|GPLIN_000844100	GROS|GROS_g04603
PPN05869	GPAL|GPLIN_000637300	GROS|GROS_g12416
PPN05867	GPAL|GPLIN_001363000	GROS|GROS_g12359
PPN05866	GPAL|GPLIN_001493100	GROS|GROS_g10429
PPN05864	GPAL|GPLIN_001048800	GROS|GROS_g03926
PPN05861	GPAL|GPLIN_000412800	GROS|GROS_g07281
PPN05860	GPAL|GPLIN_001144800	GROS|GROS_g10981
PPN05760	GPAL|GPLIN_000709500	GROS|GROS_g00861
PPN06365	GPAL|GPLIN_001355900	GROS|GROS_g00049
PPN06366	GPAL|GPLIN_000288700	GROS|GROS_g05485
PPN06361	GPAL|GPLIN_000765100	GROS|GROS_g06924
PPN06360	GPAL|GPLIN_000214900	GROS|GROS_g07407
PPN06363	GPAL|GPLIN_000223200	GROS|GROS_g02176
